Gene_pair,GeneID_1,GeneSymbol_1,GeneID_2,GeneSymbol_2,AML,MDS,MPN,CLL,MM,BCP-ALL,CMML,Mastocytosis,CML,T-NHL,T-ALL,MDS/MPN-U,MZL,MCL,HCL,aCML,HGBL,LPL,MDS/MPN-RS-T,CLPD-NK,FL,B-NHL,HCL-V,MGUS,Total
ALS2CR12--TRAK2,,ALS2CR12,,TRAK2,3,6,7,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,22
BCLAF1--SYNCRIP,ENSG00000029363,BCLAF1,ENSG00000029363,SYNCRIP,4,6,2,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,22
C20orf112--ASXL1,,C20orf112,,ASXL1,6,4,1,0,0,2,3,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22
DLEU2--HMGB1,ENSG00000231607,DLEU2,ENSG00000231607,HMGB1,5,5,1,5,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,22
EEPD1--ANLN,ENSG00000122547,EEPD1,ENSG00000122547,ANLN,8,4,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,2,0,0,0,0,22
HNRNPA2B1--CXCR4,ENSG00000122566,HNRNPA2B1,ENSG00000122566,CXCR4,0,3,2,2,0,0,2,0,1,1,1,0,2,4,1,0,0,1,0,0,1,1,0,0,22
MAD1L1--MAFK,ENSG00000002822,MAD1L1,ENSG00000002822,MAFK,3,2,0,8,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,2,0,0,22
PRDM16--SKI,ENSG00000142611,PRDM16,ENSG00000142611,SKI,17,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22
PSPC1--ZMYM5,ENSG00000121390,PSPC1,ENSG00000121390,ZMYM5,13,2,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22
TRPM2--SUMO3,ENSG00000142185,TRPM2,ENSG00000142185,SUMO3,6,3,0,0,0,6,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,22
TTYH3--ADAP1,ENSG00000136295,TTYH3,ENSG00000136295,ADAP1,4,3,7,1,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22
WDR1--CPEB2,ENSG00000071127,WDR1,ENSG00000071127,CPEB2,0,8,5,1,2,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,22
ANXA1--RBM39,ENSG00000135046,ANXA1,ENSG00000135046,RBM39,12,2,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,21
CXCR4--HNRNPUL1,ENSG00000121966,CXCR4,ENSG00000121966,HNRNPUL1,2,4,3,2,1,1,0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21
IKBKG--HMGB3,ENSG00000269335,IKBKG,ENSG00000269335,HMGB3,3,3,4,4,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21
LRMP--RP11-713N11.5,ENSG00000118308,LRMP,ENSG00000118308,RP11-713N11.5,0,1,0,8,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21
MNT--CLUH,ENSG00000070444,MNT,ENSG00000070444,CLUH,8,1,0,2,2,0,0,0,0,4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,21
OAZ1--REXO1,ENSG00000104904,OAZ1,ENSG00000104904,REXO1,2,6,0,4,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21
PFKFB3--RBM17,ENSG00000170525,PFKFB3,ENSG00000170525,RBM17,4,3,2,0,0,4,2,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,21
PIM3--RAC2,ENSG00000198355,PIM3,ENSG00000198355,RAC2,2,5,6,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,21
TRAPPC9--AGO2,ENSG00000167632,TRAPPC9,ENSG00000167632,AGO2,3,0,2,0,3,2,1,2,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,21
YPEL5--UBC,ENSG00000119801,YPEL5,ENSG00000119801,UBC,2,2,4,2,1,4,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,21
BSG--MKNK2,ENSG00000172270,BSG,ENSG00000172270,MKNK2,3,9,3,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20
CSNK1D--FOXK2,ENSG00000141551,CSNK1D,ENSG00000141551,FOXK2,3,0,1,1,3,2,0,1,0,2,1,1,2,0,0,0,1,0,0,0,0,1,0,1,20
CTSD--LSP1,ENSG00000117984,CTSD,ENSG00000117984,LSP1,0,6,4,1,0,0,5,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,20
DGKZ--CHRM4,ENSG00000149091,DGKZ,ENSG00000149091,CHRM4,4,6,2,0,0,0,0,1,1,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,20
FAM60A--DENND5B,,FAM60A,,DENND5B,0,0,1,8,4,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,1,0,0,0,20
G3BP2--CCNG2,ENSG00000138757,G3BP2,ENSG00000138757,CCNG2,1,7,0,7,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,20
JHDM1D--HIPK2,,JHDM1D,,HIPK2,3,2,2,2,2,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,20
LATS2--ZMYM2,ENSG00000150457,LATS2,ENSG00000150457,ZMYM2,9,4,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
OAZ1--ACTB,ENSG00000104904,OAZ1,ENSG00000104904,ACTB,0,10,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
RP5-1074L1.4--RBM15,,RP5-1074L1.4,,RBM15,0,5,10,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,20
SAMSN1--AF165138.7,ENSG00000155307,SAMSN1,ENSG00000155307,AF165138.7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
SENP5--TFRC,ENSG00000119231,SENP5,ENSG00000119231,TFRC,2,9,2,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20
STK11--SBNO2,ENSG00000118046,STK11,ENSG00000118046,SBNO2,2,3,6,0,2,0,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20
YWHAE--DDX5,ENSG00000108953,YWHAE,ENSG00000108953,DDX5,2,1,3,3,1,3,0,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,1,0,20
ANKRD11--RNF166,ENSG00000167522,ANKRD11,ENSG00000167522,RNF166,2,2,3,0,0,1,2,0,1,0,1,2,1,0,0,1,1,0,0,2,0,0,0,0,19
KMT2A--AFF1,ENSG00000118058,KMT2A,ENSG00000118058,AFF1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
PDPK1--ATP6V0C,ENSG00000140992,PDPK1,ENSG00000140992,ATP6V0C,3,3,3,0,0,0,1,1,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,19
PIM3--PLXNB2,ENSG00000198355,PIM3,ENSG00000198355,PLXNB2,3,4,1,0,0,1,3,1,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,19
UVSSA--PCGF3,ENSG00000163945,UVSSA,ENSG00000163945,PCGF3,8,1,0,1,1,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19
AP001347.6--ANKRD20A11P,,AP001347.6,,ANKRD20A11P,2,2,0,1,3,2,0,0,0,1,2,0,0,2,1,0,1,0,0,0,1,0,0,0,18
B2M--NFIL3,ENSG00000166710,B2M,ENSG00000166710,NFIL3,4,4,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,18
CNN2--SBNO2,ENSG00000064666,CNN2,ENSG00000064666,SBNO2,1,0,9,0,1,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,18
CTB-43E15.3--BOD1,,CTB-43E15.3,,BOD1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
FOSB--UBC,ENSG00000125740,FOSB,ENSG00000125740,UBC,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
G3BP2--CNOT6L,ENSG00000138757,G3BP2,ENSG00000138757,CNOT6L,2,0,1,3,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,2,1,3,0,0,18
LHPP--FAM53B,ENSG00000107902,LHPP,ENSG00000107902,FAM53B,0,0,0,6,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,3,0,1,0,18
LSP1--RALGDS,ENSG00000130592,LSP1,ENSG00000130592,RALGDS,1,5,5,0,1,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,18
MAPKAPK2--SRGAP2B,ENSG00000162889,MAPKAPK2,ENSG00000162889,SRGAP2B,2,0,4,0,0,2,3,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,18
MBP--PQLC1,ENSG00000197971,MBP,ENSG00000197971,PQLC1,7,1,4,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,18
MED16--RNF126,ENSG00000175221,MED16,ENSG00000175221,RNF126,1,3,0,4,5,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,18
OAZ1--RNF166,ENSG00000104904,OAZ1,ENSG00000104904,RNF166,1,4,3,0,0,0,2,1,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,18
RBM27--NR3C1,ENSG00000091009,RBM27,ENSG00000091009,NR3C1,2,4,2,1,0,0,0,0,0,2,0,1,0,0,1,2,1,0,0,1,0,1,0,0,18
SEL1L3--STIM2,ENSG00000091490,SEL1L3,ENSG00000091490,STIM2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,4,0,0,2,0,0,4,3,0,1,18
B2M--RNF166,ENSG00000166710,B2M,ENSG00000166710,RNF166,2,6,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
DGKD--PTMA,ENSG00000077044,DGKD,ENSG00000077044,PTMA,0,2,0,2,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,3,2,0,0,17
FBRSL1--NOC4L,ENSG00000112787,FBRSL1,ENSG00000112787,NOC4L,1,2,0,8,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,17
GAK--PCGF3,ENSG00000178950,GAK,ENSG00000178950,PCGF3,2,2,2,2,0,2,0,0,2,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,17
HNRNPA2B1--PTP4A1,ENSG00000122566,HNRNPA2B1,ENSG00000122566,PTP4A1,6,5,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17
LSP1--CCNG2,ENSG00000130592,LSP1,ENSG00000130592,CCNG2,1,10,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17
NOTCH1--AGPAT2,ENSG00000148400,NOTCH1,ENSG00000148400,AGPAT2,3,5,2,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,17
OAZ1--MKNK2,ENSG00000104904,OAZ1,ENSG00000104904,MKNK2,1,6,2,0,1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17
OAZ1--PTBP1,ENSG00000104904,OAZ1,ENSG00000104904,PTBP1,4,2,1,0,1,0,1,1,0,0,2,0,0,0,2,1,1,0,0,1,0,0,0,0,17
PLXNB2--BRD1,ENSG00000196576,PLXNB2,ENSG00000196576,BRD1,9,0,3,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
RP11-154H12.3--CTDP1,,RP11-154H12.3,,CTDP1,12,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17
SF1--SF3B1,ENSG00000168066,SF1,ENSG00000168066,SF3B1,3,0,0,5,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,1,0,0,17
WDR6--DDX5,ENSG00000178252,WDR6,ENSG00000178252,DDX5,2,3,2,4,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,17
YWHAE--SF1,ENSG00000108953,YWHAE,ENSG00000108953,SF1,4,2,0,0,1,4,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,17
ABR--FAM101B,ENSG00000159842,ABR,ENSG00000159842,FAM101B,2,9,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16
ARF1--IRF2BP2,ENSG00000143761,ARF1,ENSG00000143761,IRF2BP2,6,5,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16
AZIN1--YWHAZ,ENSG00000155096,AZIN1,ENSG00000155096,YWHAZ,1,6,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,16
CREB3L2--DGKI,ENSG00000182158,CREB3L2,ENSG00000182158,DGKI,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
FUS--DDX5,ENSG00000089280,FUS,ENSG00000089280,DDX5,6,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,16
HNRNPK--TMEM2,ENSG00000165119,HNRNPK,ENSG00000165119,TMEM2,0,0,0,6,0,2,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,2,0,0,16
IRF2--SNX25,ENSG00000168310,IRF2,ENSG00000168310,SNX25,0,2,0,7,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,16
PER1--DDX5,ENSG00000179094,PER1,ENSG00000179094,DDX5,1,0,1,5,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,0,16
RP1-90G24.6--RP1-90G24.10,,RP1-90G24.6,,RP1-90G24.10,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,16
RP11-279F6.3--RP11-279F6.1,,RP11-279F6.3,,RP11-279F6.1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
RXRA--RALGDS,ENSG00000186350,RXRA,ENSG00000186350,RALGDS,6,2,4,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16
SAMSN1--NFIL3,ENSG00000155307,SAMSN1,ENSG00000155307,NFIL3,3,0,5,1,0,0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,16
SLC19A1--SUMO3,ENSG00000173638,SLC19A1,ENSG00000173638,SUMO3,10,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16
STK11--BSG,ENSG00000118046,STK11,ENSG00000118046,BSG,1,10,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
ZMYND8--NCOA3,ENSG00000101040,ZMYND8,ENSG00000101040,NCOA3,1,0,1,0,0,6,0,0,0,0,1,0,0,2,2,0,0,1,0,0,2,0,0,0,16
ZNF644--RP4-665J23.1,ENSG00000122482,ZNF644,ENSG00000122482,RP4-665J23.1,2,0,1,5,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,3,0,0,0,16
AP3S1--FEM1C,ENSG00000177879,AP3S1,ENSG00000177879,FEM1C,1,4,2,1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,15
CCDC26--LINC00977,ENSG00000229140,CCDC26,ENSG00000229140,LINC00977,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
CORO7--MGRN1,ENSG00000262246,CORO7,ENSG00000262246,MGRN1,1,4,5,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15
CXCR4--CCNG2,ENSG00000121966,CXCR4,ENSG00000121966,CCNG2,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,15
HNRNPH1--NR3C1,ENSG00000169045,HNRNPH1,ENSG00000169045,NR3C1,1,7,1,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15
RUNX1--RUNX1T1,ENSG00000159216,RUNX1,ENSG00000159216,RUNX1T1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
SRSF7--CXCR4,ENSG00000115875,SRSF7,ENSG00000115875,CXCR4,1,1,0,4,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3,0,0,15
TBC1D22A--BRD1,ENSG00000054611,TBC1D22A,ENSG00000054611,BRD1,2,1,0,2,0,1,1,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,15
TOLLIP--MOB2,ENSG00000078902,TOLLIP,ENSG00000078902,MOB2,2,5,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,15
YPEL5--YWHAZ,ENSG00000119801,YPEL5,ENSG00000119801,YWHAZ,0,1,4,2,0,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,15
ZEB1--ARHGAP12,ENSG00000148516,ZEB1,ENSG00000148516,ARHGAP12,3,1,2,3,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15
AC019221.4--PTMA,,AC019221.4,,PTMA,0,2,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,3,2,0,0,14
B2M--MORF4L1,ENSG00000166710,B2M,ENSG00000166710,MORF4L1,1,4,1,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,14
B2M--SET,ENSG00000166710,B2M,ENSG00000166710,SET,1,1,1,0,0,1,2,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,14
BAIAP2--METRNL,ENSG00000175866,BAIAP2,ENSG00000175866,METRNL,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
C22orf34--BRD1,ENSG00000188511,C22orf34,ENSG00000188511,BRD1,1,3,0,4,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,14
CERS3--LINS,ENSG00000154227,CERS3,ENSG00000154227,LINS,4,2,1,0,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14
CTD-2561J22.5--ZNF100,,CTD-2561J22.5,,ZNF100,2,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,14
CXCR4--UBE2E3,ENSG00000121966,CXCR4,ENSG00000121966,UBE2E3,1,3,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,14
GSE1--RNF166,ENSG00000131149,GSE1,ENSG00000131149,RNF166,0,9,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14
HOXA3--TAX1BP1,ENSG00000105997,HOXA3,ENSG00000105997,TAX1BP1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
LENG8--FCAR,ENSG00000167615,LENG8,ENSG00000167615,FCAR,0,6,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14
MIDN--SBNO2,ENSG00000167470,MIDN,ENSG00000167470,SBNO2,1,0,7,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14
N4BP2L1--ZMYM2,ENSG00000139597,N4BP2L1,ENSG00000139597,ZMYM2,6,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
NFATC1--PQLC1,ENSG00000131196,NFATC1,ENSG00000131196,PQLC1,4,4,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14
OAZ1--SF1,ENSG00000104904,OAZ1,ENSG00000104904,SF1,1,3,1,2,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14
RCBTB2--LPAR6,ENSG00000136161,RCBTB2,ENSG00000136161,LPAR6,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14
RP11-349A22.5--ARID4A,,RP11-349A22.5,,ARID4A,2,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,14
SLC38A2--UBC,ENSG00000134294,SLC38A2,ENSG00000134294,UBC,5,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14
TTYH3--COX19,ENSG00000136295,TTYH3,ENSG00000136295,COX19,4,2,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
WDR1--ZNF518B,ENSG00000071127,WDR1,ENSG00000071127,ZNF518B,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,14
ZEB2--YPEL5,ENSG00000169554,ZEB2,ENSG00000169554,YPEL5,1,6,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,14
AC084018.1--BCL7A,ENSG00000272849,AC084018.1,ENSG00000272849,BCL7A,3,2,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,13
AC131097.3--PTMA,ENSG00000235151,AC131097.3,ENSG00000235151,PTMA,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,13
BSG--RNF126,ENSG00000172270,BSG,ENSG00000172270,RNF126,5,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
CBX7--CSNK1E,ENSG00000100307,CBX7,ENSG00000100307,CSNK1E,0,0,1,2,6,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
EPC2--CXCR4,ENSG00000135999,EPC2,ENSG00000135999,CXCR4,0,1,4,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,13
FAM20C--ADAP1,ENSG00000177706,FAM20C,ENSG00000177706,ADAP1,4,1,1,1,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
GAK--CTBP1,ENSG00000178950,GAK,ENSG00000178950,CTBP1,0,4,1,0,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,13
HNRNPA2B1--CBX3,ENSG00000122566,HNRNPA2B1,ENSG00000122566,CBX3,3,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13
KDM4C--UHRF2,ENSG00000107077,KDM4C,ENSG00000107077,UHRF2,0,4,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
LFNG--MAD1L1,ENSG00000106003,LFNG,ENSG00000106003,MAD1L1,0,0,0,3,0,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,2,0,0,0,13
MRPL23--CD81,ENSG00000214026,MRPL23,ENSG00000214026,CD81,2,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13
OAZ1--DDX5,ENSG00000104904,OAZ1,ENSG00000104904,DDX5,6,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13
PFKFB3--KLF2,ENSG00000170525,PFKFB3,ENSG00000170525,KLF2,0,3,3,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,13
PIM3--KLF2,ENSG00000198355,PIM3,ENSG00000198355,KLF2,1,1,5,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13
PIM3--SELO,ENSG00000198355,PIM3,ENSG00000198355,SELO,2,3,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,13
PIM3--TRABD,ENSG00000198355,PIM3,ENSG00000198355,TRABD,3,3,1,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
RP11-120D5.1--MID1,,RP11-120D5.1,,MID1,4,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
SMC4--TIPARP,ENSG00000113810,SMC4,ENSG00000113810,TIPARP,1,3,0,1,0,0,1,0,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,0,13
SRGN--IRF2BP2,ENSG00000122862,SRGN,ENSG00000122862,IRF2BP2,6,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
SSBP2--NR3C1,ENSG00000145687,SSBP2,ENSG00000145687,NR3C1,4,1,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,13
TTYH3--C7orf50,ENSG00000136295,TTYH3,ENSG00000136295,C7orf50,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,1,0,0,0,1,0,1,2,0,13
ZNF292--SYNCRIP,ENSG00000188994,ZNF292,ENSG00000188994,SYNCRIP,3,1,1,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
AKAP8--BRD4,ENSG00000105127,AKAP8,ENSG00000105127,BRD4,0,1,2,2,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,12
ATXN1--HIVEP1,ENSG00000124788,ATXN1,ENSG00000124788,HIVEP1,0,1,3,0,2,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,12
B2M--GLUL,ENSG00000166710,B2M,ENSG00000166710,GLUL,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BACH2--SYNCRIP,ENSG00000112182,BACH2,ENSG00000112182,SYNCRIP,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,2,0,0,12
C7orf50--ADAP1,ENSG00000146540,C7orf50,ENSG00000146540,ADAP1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,12
CTD-2152M20.2--GOLPH3,,CTD-2152M20.2,,GOLPH3,4,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
CXCR4--MGAT5,ENSG00000121966,CXCR4,ENSG00000121966,MGAT5,0,3,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
DHX9--IVNS1ABP,ENSG00000135829,DHX9,ENSG00000135829,IVNS1ABP,1,2,3,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,12
GAK--MAEA,ENSG00000178950,GAK,ENSG00000178950,MAEA,0,5,1,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
HELQ--FAM175A,ENSG00000163312,HELQ,ENSG00000163312,FAM175A,6,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
HNRNPA2B1--BMI1,ENSG00000122566,HNRNPA2B1,ENSG00000122566,BMI1,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
HNRNPH1--HMGB1,ENSG00000169045,HNRNPH1,ENSG00000169045,HMGB1,4,3,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,12
LSP1--MOB2,ENSG00000130592,LSP1,ENSG00000130592,MOB2,0,3,2,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,12
